	lmd		Sun_flux	Sun_phot	SunV14_phot
	um		W/m2/nm	    photon/s/m2/nm  photon/s/m2/nm
   3.2510000e+00   1.9360000e-02   3.1662823e+17   3.1662823e+01
   3.2560000e+00   1.9250000e-02   3.1531341e+17   3.1531341e+01
   3.2610000e+00   1.9150000e-02   3.1415711e+17   3.1415711e+01
   3.2660000e+00   1.9030000e-02   3.1266717e+17   3.1266717e+01
   3.2710000e+00   1.8930000e-02   3.1150030e+17   3.1150030e+01
   3.2760000e+00   1.8740000e-02   3.0884516e+17   3.0884516e+01
   3.2810000e+00   1.8650000e-02   3.0783102e+17   3.0783102e+01
   3.2860000e+00   1.8540000e-02   3.0648174e+17   3.0648174e+01
   3.2910000e+00   1.8320000e-02   3.0330577e+17   3.0330577e+01
   3.2960000e+00   1.7810000e-02   2.9531019e+17   2.9531019e+01
   3.3010000e+00   1.8150000e-02   3.0140432e+17   3.0140432e+01
   3.3060000e+00   1.8150000e-02   3.0186085e+17   3.0186085e+01
   3.3110000e+00   1.8030000e-02   3.0031859e+17   3.0031859e+01
   3.3160000e+00   1.7730000e-02   2.9576758e+17   2.9576758e+01
   3.3210000e+00   1.7440000e-02   2.9136855e+17   2.9136855e+01
   3.3260000e+00   1.7710000e-02   2.9632488e+17   2.9632488e+01
   3.3310000e+00   1.7660000e-02   2.9593249e+17   2.9593249e+01
   3.3360000e+00   1.7530000e-02   2.9419499e+17   2.9419499e+01
   3.3410000e+00   1.7410000e-02   2.9261903e+17   2.9261903e+01
   3.3460000e+00   1.7350000e-02   2.9204699e+17   2.9204699e+01
   3.3510000e+00   1.7180000e-02   2.8961757e+17   2.8961757e+01
   3.3560000e+00   1.7160000e-02   2.8971204e+17   2.8971204e+01
   3.3610000e+00   1.7080000e-02   2.8879103e+17   2.8879103e+01
   3.3660000e+00   1.6940000e-02   2.8684998e+17   2.8684998e+01
   3.3710000e+00   1.6760000e-02   2.8422356e+17   2.8422356e+01
   3.3760000e+00   1.6760000e-02   2.8464514e+17   2.8464514e+01
   3.3810000e+00   1.6650000e-02   2.8319574e+17   2.8319574e+01
   3.3860000e+00   1.6590000e-02   2.8259251e+17   2.8259251e+01
   3.3910000e+00   1.6450000e-02   2.8062154e+17   2.8062154e+01
   3.3960000e+00   1.6150000e-02   2.7591005e+17   2.7591005e+01
   3.4010000e+00   1.6130000e-02   2.7597409e+17   2.7597409e+01
   3.4060000e+00   1.6170000e-02   2.7706520e+17   2.7706520e+01
   3.4110000e+00   1.6130000e-02   2.7678554e+17   2.7678554e+01
   3.4160000e+00   1.5870000e-02   2.7272321e+17   2.7272321e+01
   3.4210000e+00   1.5970000e-02   2.7484339e+17   2.7484339e+01
   3.4260000e+00   1.5830000e-02   2.7283218e+17   2.7283218e+01
   3.4310000e+00   1.5790000e-02   2.7253994e+17   2.7253994e+01
   3.4360000e+00   1.5670000e-02   2.7086286e+17   2.7086286e+01
   3.4410000e+00   1.5590000e-02   2.6987217e+17   2.6987217e+01
   3.4460000e+00   1.5520000e-02   2.6905081e+17   2.6905081e+01
   3.4510000e+00   1.5440000e-02   2.6805232e+17   2.6805232e+01
   3.4560000e+00   1.5310000e-02   2.6618050e+17   2.6618050e+01
   3.4610000e+00   1.5250000e-02   2.6552093e+17   2.6552093e+01
   3.4660000e+00   1.5160000e-02   2.6433524e+17   2.6433524e+01
   3.4710000e+00   1.5080000e-02   2.6331965e+17   2.6331965e+01
   3.4760000e+00   1.5030000e-02   2.6282463e+17   2.6282463e+01
   3.4810000e+00   1.4920000e-02   2.6127639e+17   2.6127639e+01
   3.4860000e+00   1.4850000e-02   2.6042409e+17   2.6042409e+01
   3.4910000e+00   1.4720000e-02   2.5851454e+17   2.5851454e+01
   3.4960000e+00   1.4680000e-02   2.5818131e+17   2.5818131e+01
   3.5010000e+00   1.4530000e-02   2.5590869e+17   2.5590869e+01
   3.5060000e+00   1.4510000e-02   2.5592142e+17   2.5592142e+01
   3.5110000e+00   1.4420000e-02   2.5469675e+17   2.5469675e+01
   3.5160000e+00   1.4340000e-02   2.5364443e+17   2.5364443e+01
   3.5210000e+00   1.4240000e-02   2.5223383e+17   2.5223383e+01
   3.5260000e+00   1.4190000e-02   2.5170510e+17   2.5170510e+01
   3.5310000e+00   1.4100000e-02   2.5046333e+17   2.5046333e+01
   3.5360000e+00   1.4020000e-02   2.4939491e+17   2.4939491e+01
   3.5410000e+00   1.3930000e-02   2.4814433e+17   2.4814433e+01
   3.5460000e+00   1.3920000e-02   2.4831633e+17   2.4831633e+01
   3.5510000e+00   1.3840000e-02   2.4723735e+17   2.4723735e+01
   3.5560000e+00   1.3750000e-02   2.4597545e+17   2.4597545e+01
   3.5610000e+00   1.3690000e-02   2.4524645e+17   2.4524645e+01
   3.5660000e+00   1.3640000e-02   2.4469383e+17   2.4469383e+01
   3.5710000e+00   1.3540000e-02   2.4324047e+17   2.4324047e+01
   3.5760000e+00   1.3450000e-02   2.4196197e+17   2.4196197e+01
   3.5810000e+00   1.3380000e-02   2.4103924e+17   2.4103924e+01
   3.5860000e+00   1.3340000e-02   2.4065419e+17   2.4065419e+01
   3.5910000e+00   1.3250000e-02   2.3936387e+17   2.3936387e+01
   3.5960000e+00   1.3180000e-02   2.3843083e+17   2.3843083e+01
   3.6010000e+00   1.3140000e-02   2.3803773e+17   2.3803773e+01
   3.6060000e+00   1.3060000e-02   2.3691699e+17   2.3691699e+01
   3.6110000e+00   1.3000000e-02   2.3615555e+17   2.3615555e+01
   3.6160000e+00   1.2930000e-02   2.3520918e+17   2.3520918e+01
   3.6210000e+00   1.2850000e-02   2.3407712e+17   2.3407712e+01
   3.6260000e+00   1.2790000e-02   2.3330587e+17   2.3330587e+01
   3.6310000e+00   1.2700000e-02   2.3198360e+17   2.3198360e+01
   3.6360000e+00   1.2600000e-02   2.3047389e+17   2.3047389e+01
   3.6410000e+00   1.2470000e-02   2.2840965e+17   2.2840965e+01
   3.6460000e+00   1.2500000e-02   2.2927357e+17   2.2927357e+01
   3.6510000e+00   1.2450000e-02   2.2866963e+17   2.2866963e+01
   3.6560000e+00   1.2320000e-02   2.2659181e+17   2.2659181e+01
   3.6610000e+00   1.2310000e-02   2.2671753e+17   2.2671753e+01
   3.6660000e+00   1.2240000e-02   2.2573619e+17   2.2573619e+01
   3.6710000e+00   1.2150000e-02   2.2438198e+17   2.2438198e+01
   3.6760000e+00   1.1970000e-02   2.2135889e+17   2.2135889e+01
   3.6810000e+00   1.1900000e-02   2.2036372e+17   2.2036372e+01
   3.6860000e+00   1.2010000e-02   2.2270279e+17   2.2270279e+01
   3.6910000e+00   1.1950000e-02   2.2189078e+17   2.2189078e+01
   3.6960000e+00   1.1710000e-02   2.1772895e+17   2.1772895e+01
   3.7010000e+00   1.1830000e-02   2.2025772e+17   2.2025772e+01
   3.7060000e+00   1.1740000e-02   2.1887735e+17   2.1887735e+01
   3.7110000e+00   1.1700000e-02   2.1842590e+17   2.1842590e+01
   3.7160000e+00   1.1600000e-02   2.1685079e+17   2.1685079e+01
   3.7210000e+00   1.1570000e-02   2.1658099e+17   2.1658099e+01
   3.7260000e+00   1.1510000e-02   2.1574736e+17   2.1574736e+01
   3.7310000e+00   1.1460000e-02   2.1509840e+17   2.1509840e+01
   3.7360000e+00   1.1280000e-02   2.1200362e+17   2.1200362e+01
   3.7410000e+00   1.1040000e-02   2.0777060e+17   2.0777060e+01
   3.7460000e+00   1.1140000e-02   2.0993279e+17   2.0993279e+01
   3.7510000e+00   1.1200000e-02   2.1134521e+17   2.1134521e+01
   3.7560000e+00   1.1180000e-02   2.1124902e+17   2.1124902e+01
   3.7610000e+00   1.1110000e-02   2.1020581e+17   2.1020581e+01
   3.7660000e+00   1.1070000e-02   2.0972744e+17   2.0972744e+01
   3.7710000e+00   1.1010000e-02   2.0886764e+17   2.0886764e+01
   3.7760000e+00   1.0960000e-02   2.0819479e+17   2.0819479e+01
   3.7810000e+00   1.0890000e-02   2.0713900e+17   2.0713900e+01
   3.7860000e+00   1.0850000e-02   2.0665107e+17   2.0665107e+01
   3.7910000e+00   1.0800000e-02   2.0597042e+17   2.0597042e+01
   3.7960000e+00   1.0740000e-02   2.0509629e+17   2.0509629e+01
   3.8010000e+00   1.0680000e-02   2.0421914e+17   2.0421914e+01
   3.8060000e+00   1.0640000e-02   2.0372190e+17   2.0372190e+01
   3.8110000e+00   1.0580000e-02   2.0283922e+17   2.0283922e+01
   3.8160000e+00   1.0520000e-02   2.0195352e+17   2.0195352e+01
   3.8210000e+00   1.0470000e-02   2.0125702e+17   2.0125702e+01
   3.8260000e+00   1.0420000e-02   2.0055800e+17   2.0055800e+01
   3.8310000e+00   1.0370000e-02   1.9985647e+17   1.9985647e+01
   3.8360000e+00   1.0270000e-02   1.9818754e+17   1.9818754e+01
   3.8410000e+00   1.0260000e-02   1.9825264e+17   1.9825264e+01
   3.8460000e+00   1.0210000e-02   1.9754331e+17   1.9754331e+01
   3.8510000e+00   1.0130000e-02   1.9625028e+17   1.9625028e+01
   3.8560000e+00   1.0080000e-02   1.9553516e+17   1.9553516e+01
   3.8610000e+00   1.0000000e-02   1.9423483e+17   1.9423483e+01
   3.8660000e+00   9.6130000e-03   1.8695974e+17   1.8695974e+01
   3.8710000e+00   9.7960000e-03   1.9076525e+17   1.9076525e+01
   3.8760000e+00   9.8330000e-03   1.9173311e+17   1.9173311e+01
   3.8810000e+00   9.7120000e-03   1.8961803e+17   1.8961803e+01
   3.8860000e+00   9.6140000e-03   1.8794649e+17   1.8794649e+01
   3.8910000e+00   9.5590000e-03   1.8711173e+17   1.8711173e+01
   3.8960000e+00   9.4900000e-03   1.8599980e+17   1.8599980e+01
   3.9010000e+00   9.5300000e-03   1.8702349e+17   1.8702349e+01
   3.9060000e+00   9.4770000e-03   1.8622176e+17   1.8622176e+01
   3.9110000e+00   9.3900000e-03   1.8474842e+17   1.8474842e+01
   3.9160000e+00   9.5070000e-03   1.8728953e+17   1.8728953e+01
   3.9210000e+00   9.4650000e-03   1.8670020e+17   1.8670020e+01
   3.9260000e+00   9.4120000e-03   1.8589150e+17   1.8589150e+01
   3.9310000e+00   9.3360000e-03   1.8462529e+17   1.8462529e+01
   3.9360000e+00   9.3300000e-03   1.8474132e+17   1.8474132e+01
   3.9410000e+00   9.2860000e-03   1.8410366e+17   1.8410366e+01
   3.9460000e+00   9.2500000e-03   1.8362260e+17   1.8362260e+01
   3.9510000e+00   9.1560000e-03   1.8198690e+17   1.8198690e+01
   3.9560000e+00   9.1590000e-03   1.8227691e+17   1.8227691e+01
   3.9610000e+00   9.1260000e-03   1.8184971e+17   1.8184971e+01
   3.9660000e+00   9.0180000e-03   1.7992448e+17   1.7992448e+01
   3.9710000e+00   8.9770000e-03   1.7933226e+17   1.7933226e+01
   3.9760000e+00   8.9140000e-03   1.7829794e+17   1.7829794e+01
   3.9810000e+00   8.8190000e-03   1.7661957e+17   1.7661957e+01
   3.9860000e+00   8.7510000e-03   1.7547784e+17   1.7547784e+01
   3.9910000e+00   8.7940000e-03   1.7656129e+17   1.7656129e+01
   3.9960000e+00   8.6730000e-03   1.7435008e+17   1.7435008e+01
   4.0010000e+00   8.6790000e-03   1.7468900e+17   1.7468900e+01
   4.0060000e+00   8.6980000e-03   1.7529021e+17   1.7529021e+01
   4.0110000e+00   8.6650000e-03   1.7484312e+17   1.7484312e+01
   4.0160000e+00   8.5450000e-03   1.7263668e+17   1.7263668e+01
   4.0210000e+00   8.5510000e-03   1.7297299e+17   1.7297299e+01
   4.0260000e+00   8.5450000e-03   1.7306656e+17   1.7306656e+01
   4.0310000e+00   8.4960000e-03   1.7228784e+17   1.7228784e+01
   4.0360000e+00   8.4750000e-03   1.7207516e+17   1.7207516e+01
   4.0410000e+00   8.3900000e-03   1.7056037e+17   1.7056037e+01
   4.0460000e+00   8.3860000e-03   1.7068999e+17   1.7068999e+01
   4.0510000e+00   8.0360000e-03   1.6376817e+17   1.6376817e+01
   4.0560000e+00   8.2570000e-03   1.6847969e+17   1.6847969e+01
   4.0610000e+00   8.2380000e-03   1.6829922e+17   1.6829922e+01
   4.0660000e+00   8.2060000e-03   1.6785188e+17   1.6785188e+01
   4.0710000e+00   8.1890000e-03   1.6771013e+17   1.6771013e+01
   4.0760000e+00   8.1750000e-03   1.6762904e+17   1.6762904e+01
   4.0810000e+00   8.1030000e-03   1.6635649e+17   1.6635649e+01
   4.0860000e+00   8.0490000e-03   1.6545032e+17   1.6545032e+01
   4.0910000e+00   8.0550000e-03   1.6577626e+17   1.6577626e+01
   4.0960000e+00   8.0290000e-03   1.6544312e+17   1.6544312e+01
   4.1010000e+00   7.9670000e-03   1.6436597e+17   1.6436597e+01
   4.1060000e+00   7.9450000e-03   1.6411193e+17   1.6411193e+01
   4.1110000e+00   7.8500000e-03   1.6234707e+17   1.6234707e+01
   4.1160000e+00   7.8790000e-03   1.6314500e+17   1.6314500e+01
   4.1210000e+00   7.8390000e-03   1.6251393e+17   1.6251393e+01
   4.1260000e+00   7.8070000e-03   1.6204690e+17   1.6204690e+01
   4.1310000e+00   7.7220000e-03   1.6047682e+17   1.6047682e+01
   4.1360000e+00   7.7100000e-03   1.6042137e+17   1.6042137e+01
   4.1410000e+00   7.6440000e-03   1.5924039e+17   1.5924039e+01
   4.1460000e+00   7.6420000e-03   1.5939094e+17   1.5939094e+01
   4.1510000e+00   7.6170000e-03   1.5906111e+17   1.5906111e+01
   4.1560000e+00   7.5910000e-03   1.5870911e+17   1.5870911e+01
   4.1610000e+00   7.5520000e-03   1.5808367e+17   1.5808367e+01
   4.1660000e+00   7.4870000e-03   1.5691137e+17   1.5691137e+01
   4.1710000e+00   7.4590000e-03   1.5651217e+17   1.5651217e+01
   4.1760000e+00   7.4330000e-03   1.5615358e+17   1.5615358e+01
   4.1810000e+00   7.3550000e-03   1.5469994e+17   1.5469994e+01
   4.1860000e+00   7.3810000e-03   1.5543247e+17   1.5543247e+01
   4.1910000e+00   7.3150000e-03   1.5422661e+17   1.5422661e+01
   4.1960000e+00   7.3040000e-03   1.5417841e+17   1.5417841e+01
   4.2010000e+00   7.1690000e-03   1.5150905e+17   1.5150905e+01
   4.2060000e+00   7.1110000e-03   1.5046215e+17   1.5046215e+01
   4.2110000e+00   7.2020000e-03   1.5256878e+17   1.5256878e+01
   4.2160000e+00   7.1850000e-03   1.5238938e+17   1.5238938e+01
   4.2210000e+00   7.1540000e-03   1.5191183e+17   1.5191183e+01
   4.2260000e+00   7.1220000e-03   1.5141147e+17   1.5141147e+01
   4.2310000e+00   7.0870000e-03   1.5084564e+17   1.5084564e+01
   4.2360000e+00   7.0600000e-03   1.5044854e+17   1.5044854e+01
   4.2410000e+00   7.0230000e-03   1.4983672e+17   1.4983672e+01
   4.2460000e+00   6.9870000e-03   1.4924440e+17   1.4924440e+01
   4.2510000e+00   6.9520000e-03   1.4867166e+17   1.4867166e+01
   4.2560000e+00   6.9320000e-03   1.4841831e+17   1.4841831e+01
   4.2610000e+00   6.9010000e-03   1.4792817e+17   1.4792817e+01
   4.2660000e+00   6.8620000e-03   1.4726478e+17   1.4726478e+01
   4.2710000e+00   6.8370000e-03   1.4690023e+17   1.4690023e+01
   4.2760000e+00   6.8090000e-03   1.4646989e+17   1.4646989e+01
   4.2810000e+00   6.7790000e-03   1.4599506e+17   1.4599506e+01
   4.2860000e+00   6.7460000e-03   1.4545405e+17   1.4545405e+01
   4.2910000e+00   6.7180000e-03   1.4501931e+17   1.4501931e+01
   4.2960000e+00   6.3540000e-03   1.3732158e+17   1.3732158e+01
   4.3010000e+00   6.4760000e-03   1.4012112e+17   1.4012112e+01
   4.3060000e+00   6.5230000e-03   1.4130213e+17   1.4130213e+01
   4.3110000e+00   6.4730000e-03   1.4038184e+17   1.4038184e+01
   4.3160000e+00   6.4330000e-03   1.3967616e+17   1.3967616e+01
   4.3210000e+00   6.4330000e-03   1.3983798e+17   1.3983798e+01
   4.3260000e+00   6.4230000e-03   1.3978216e+17   1.3978216e+01
   4.3310000e+00   6.3500000e-03   1.3835320e+17   1.3835320e+01
   4.3360000e+00   6.3790000e-03   1.3914551e+17   1.3914551e+01
   4.3410000e+00   6.3680000e-03   1.3906574e+17   1.3906574e+01
   4.3460000e+00   6.2690000e-03   1.3706144e+17   1.3706144e+01
   4.3510000e+00   6.0060000e-03   1.3146245e+17   1.3146245e+01
   4.3560000e+00   6.1440000e-03   1.3463761e+17   1.3463761e+01
   4.3610000e+00   6.0940000e-03   1.3369521e+17   1.3369521e+01
   4.3660000e+00   6.1320000e-03   1.3468313e+17   1.3468313e+01
   4.3710000e+00   6.0600000e-03   1.3325415e+17   1.3325415e+01
   4.3760000e+00   6.0570000e-03   1.3334054e+17   1.3334054e+01
   4.3810000e+00   6.0760000e-03   1.3391164e+17   1.3391164e+01
   4.3860000e+00   6.0480000e-03   1.3344666e+17   1.3344666e+01
   4.3910000e+00   5.9830000e-03   1.3216296e+17   1.3216296e+01
   4.3960000e+00   5.9880000e-03   1.3242403e+17   1.3242403e+01
   4.4010000e+00   5.9360000e-03   1.3142336e+17   1.3142336e+01
   4.4060000e+00   5.7490000e-03   1.2742778e+17   1.2742778e+01
   4.4110000e+00   5.7820000e-03   1.2830467e+17   1.2830467e+01
   4.4160000e+00   5.7820000e-03   1.2845011e+17   1.2845011e+01
   4.4210000e+00   5.8100000e-03   1.2921828e+17   1.2921828e+01
   4.4260000e+00   5.7770000e-03   1.2862965e+17   1.2862965e+01
   4.4310000e+00   5.7350000e-03   1.2783874e+17   1.2783874e+01
   4.4360000e+00   5.7540000e-03   1.2840700e+17   1.2840700e+01
   4.4410000e+00   5.7230000e-03   1.2785916e+17   1.2785916e+01
   4.4460000e+00   5.6600000e-03   1.2659402e+17   1.2659402e+01
   4.4510000e+00   5.7050000e-03   1.2774401e+17   1.2774401e+01
   4.4560000e+00   5.6380000e-03   1.2638559e+17   1.2638559e+01
   4.4610000e+00   5.6290000e-03   1.2632543e+17   1.2632543e+01
   4.4660000e+00   5.4080000e-03   1.2150180e+17   1.2150180e+01
   4.4710000e+00   5.4490000e-03   1.2256001e+17   1.2256001e+01
   4.4760000e+00   5.4690000e-03   1.2314742e+17   1.2314742e+01
   4.4810000e+00   5.4940000e-03   1.2384855e+17   1.2384855e+01
   4.4860000e+00   5.4180000e-03   1.2227160e+17   1.2227160e+01
   4.4910000e+00   5.4890000e-03   1.2401197e+17   1.2401197e+01
   4.4960000e+00   5.4130000e-03   1.2243107e+17   1.2243107e+01
   4.5010000e+00   5.4170000e-03   1.2265780e+17   1.2265780e+01
   4.5060000e+00   5.2720000e-03   1.1950715e+17   1.1950715e+01
   4.5110000e+00   5.3740000e-03   1.2195449e+17   1.2195449e+01
   4.5160000e+00   5.3530000e-03   1.2161258e+17   1.2161258e+01
   4.5210000e+00   5.3230000e-03   1.2106491e+17   1.2106491e+01
   4.5260000e+00   5.1340000e-03   1.1689548e+17   1.1689548e+01
   4.5310000e+00   5.2190000e-03   1.1896211e+17   1.1896211e+01
   4.5360000e+00   5.1870000e-03   1.1836318e+17   1.1836318e+01
   4.5410000e+00   5.2280000e-03   1.1943026e+17   1.1943026e+01
   4.5460000e+00   5.1640000e-03   1.1809812e+17   1.1809812e+01
   4.5510000e+00   5.0710000e-03   1.1609881e+17   1.1609881e+01
   4.5560000e+00   5.1560000e-03   1.1817454e+17   1.1817454e+01
   4.5610000e+00   5.1520000e-03   1.1821246e+17   1.1821246e+01
   4.5660000e+00   5.0980000e-03   1.1710166e+17   1.1710166e+01
   4.5710000e+00   5.0980000e-03   1.1722989e+17   1.1722989e+01
   4.5760000e+00   5.0580000e-03   1.1643731e+17   1.1643731e+01
   4.5810000e+00   5.0170000e-03   1.1561966e+17   1.1561966e+01
   4.5860000e+00   4.9070000e-03   1.1320808e+17   1.1320808e+01
   4.5910000e+00   4.9870000e-03   1.1517918e+17   1.1517918e+01
   4.5960000e+00   4.9350000e-03   1.1410232e+17   1.1410232e+01
   4.6010000e+00   4.8820000e-03   1.1299971e+17   1.1299971e+01
   4.6060000e+00   4.9160000e-03   1.1391033e+17   1.1391033e+01
   4.6110000e+00   4.9490000e-03   1.1479947e+17   1.1479947e+01
   4.6160000e+00   4.8570000e-03   1.1278756e+17   1.1278756e+01
   4.6210000e+00   4.8590000e-03   1.1295623e+17   1.1295623e+01
   4.6260000e+00   4.8250000e-03   1.1228720e+17   1.1228720e+01
   4.6310000e+00   4.8230000e-03   1.1236197e+17   1.1236197e+01
   4.6360000e+00   4.7900000e-03   1.1171365e+17   1.1171365e+01
   4.6410000e+00   4.8240000e-03   1.1262795e+17   1.1262795e+01
   4.6460000e+00   4.7040000e-03   1.0994458e+17   1.0994458e+01
   4.6510000e+00   4.6170000e-03   1.0802730e+17   1.0802730e+01
   4.6560000e+00   4.7350000e-03   1.1090733e+17   1.1090733e+01
   4.6610000e+00   4.6760000e-03   1.0964300e+17   1.0964300e+01
   4.6660000e+00   4.6550000e-03   1.0926768e+17   1.0926768e+01
   4.6710000e+00   4.6630000e-03   1.0957276e+17   1.0957276e+01
   4.6760000e+00   4.6560000e-03   1.0952538e+17   1.0952538e+01
   4.6810000e+00   4.6620000e-03   1.0978379e+17   1.0978379e+01
   4.6860000e+00   4.6220000e-03   1.0895810e+17   1.0895810e+01
   4.6910000e+00   4.5930000e-03   1.0838999e+17   1.0838999e+01
   4.6960000e+00   4.5710000e-03   1.0798579e+17   1.0798579e+01
   4.7010000e+00   4.5710000e-03   1.0810077e+17   1.0810077e+01
   4.7060000e+00   4.5590000e-03   1.0793165e+17   1.0793165e+01
   4.7110000e+00   4.4750000e-03   1.0605556e+17   1.0605556e+01
   4.7160000e+00   4.4960000e-03   1.0666634e+17   1.0666634e+01
   4.7210000e+00   4.5430000e-03   1.0789568e+17   1.0789568e+01
   4.7260000e+00   4.4400000e-03   1.0556112e+17   1.0556112e+01
   4.7310000e+00   4.4500000e-03   1.0591081e+17   1.0591081e+01
   4.7360000e+00   4.4760000e-03   1.0664220e+17   1.0664220e+01
   4.7410000e+00   4.4360000e-03   1.0580076e+17   1.0580076e+01
   4.7460000e+00   4.4190000e-03   1.0550646e+17   1.0550646e+01
   4.7510000e+00   4.3710000e-03   1.0447037e+17   1.0447037e+01
   4.7560000e+00   4.3840000e-03   1.0489136e+17   1.0489136e+01
   4.7610000e+00   4.3710000e-03   1.0469027e+17   1.0469027e+01
   4.7660000e+00   4.3490000e-03   1.0427273e+17   1.0427273e+01
   4.7710000e+00   4.3230000e-03   1.0375809e+17   1.0375809e+01
   4.7760000e+00   4.2700000e-03   1.0259342e+17   1.0259342e+01
   4.7810000e+00   4.2930000e-03   1.0325401e+17   1.0325401e+01
   4.7860000e+00   4.2670000e-03   1.0273600e+17   1.0273600e+01
   4.7910000e+00   4.2330000e-03   1.0202386e+17   1.0202386e+01
   4.7960000e+00   4.2880000e-03   1.0345733e+17   1.0345733e+01
   4.8010000e+00   4.1690000e-03   1.0069106e+17   1.0069106e+01
   4.8060000e+00   4.2340000e-03   1.0236746e+17   1.0236746e+01
   4.8110000e+00   4.1630000e-03   1.0075557e+17   1.0075557e+01
   4.8160000e+00   4.1990000e-03   1.0173249e+17   1.0173249e+01
   4.8210000e+00   4.1540000e-03   1.0074673e+17   1.0074673e+01
   4.8260000e+00   4.1780000e-03   1.0143389e+17   1.0143389e+01
   4.8310000e+00   4.1060000e-03   9.9789144e+16   9.9789144e+00
   4.8360000e+00   4.1720000e-03   1.0149810e+17   1.0149810e+01
   4.8410000e+00   4.0750000e-03   9.9240744e+16   9.9240744e+00
   4.8460000e+00   4.0840000e-03   9.9562652e+16   9.9562652e+00
   4.8510000e+00   4.0580000e-03   9.9030878e+16   9.9030878e+00
   4.8560000e+00   4.0760000e-03   9.9572673e+16   9.9572673e+00
   4.8610000e+00   4.0330000e-03   9.8623669e+16   9.8623669e+00
   4.8660000e+00   4.0080000e-03   9.8113130e+16   9.8113130e+00
   4.8710000e+00   3.9870000e-03   9.7699351e+16   9.7699351e+00
   4.8760000e+00   3.9800000e-03   9.7627930e+16   9.7627930e+00
   4.8810000e+00   3.9690000e-03   9.7457938e+16   9.7457938e+00
   4.8860000e+00   3.9640000e-03   9.7434873e+16   9.7434873e+00
   4.8910000e+00   3.9590000e-03   9.7411555e+16   9.7411555e+00
   4.8960000e+00   3.9070000e-03   9.6230365e+16   9.6230365e+00
   4.9010000e+00   3.9570000e-03   9.7561410e+16   9.7561410e+00
   4.9060000e+00   3.8450000e-03   9.4896720e+16   9.4896720e+00
   4.9110000e+00   3.8990000e-03   9.6327543e+16   9.6327543e+00
   4.9160000e+00   3.8410000e-03   9.4991226e+16   9.4991226e+00
   4.9210000e+00   3.8810000e-03   9.6078081e+16   9.6078081e+00
   4.9260000e+00   3.8120000e-03   9.4465801e+16   9.4465801e+00
   4.9310000e+00   3.8380000e-03   9.5206651e+16   9.5206651e+00
   4.9360000e+00   3.7950000e-03   9.4235436e+16   9.4235436e+00
   4.9410000e+00   3.7820000e-03   9.4007757e+16   9.4007757e+00
   4.9460000e+00   3.7710000e-03   9.3829188e+16   9.3829188e+00
   4.9510000e+00   3.7990000e-03   9.4621436e+16   9.4621436e+00
   4.9560000e+00   3.7360000e-03   9.3146272e+16   9.3146272e+00
   4.9610000e+00   3.7340000e-03   9.3190331e+16   9.3190331e+00
   4.9660000e+00   3.7050000e-03   9.2559765e+16   9.2559765e+00
   4.9710000e+00   3.7220000e-03   9.3078086e+16   9.3078086e+00
   4.9760000e+00   3.6890000e-03   9.2345628e+16   9.2345628e+00
   4.9810000e+00   3.6910000e-03   9.2488535e+16   9.2488535e+00
   4.9860000e+00   3.6920000e-03   9.2606459e+16   9.2606459e+00
   4.9910000e+00   3.5950000e-03   9.0263834e+16   9.0263834e+00
   4.9960000e+00   3.6830000e-03   9.2565993e+16   9.2565993e+00
   5.0010000e+00   3.6040000e-03   9.0671114e+16   9.0671114e+00
   5.0060000e+00   3.6170000e-03   9.1089154e+16   9.1089154e+00
   5.0110000e+00   3.6040000e-03   9.0852420e+16   9.0852420e+00
   5.0160000e+00   3.5800000e-03   9.0337458e+16   9.0337458e+00
   5.0210000e+00   3.5530000e-03   8.9745513e+16   8.9745513e+00
   5.0260000e+00   3.5710000e-03   9.0289999e+16   9.0289999e+00
   5.0310000e+00   3.5330000e-03   8.9418065e+16   8.9418065e+00
   5.0360000e+00   3.5660000e-03   9.0342972e+16   9.0342972e+00
   5.0410000e+00   3.4970000e-03   8.8682850e+16   8.8682850e+00
   5.0460000e+00   3.5350000e-03   8.9735436e+16   8.9735436e+00
   5.0510000e+00   3.4550000e-03   8.7791553e+16   8.7791553e+00
   5.0560000e+00   3.4910000e-03   8.8794124e+16   8.8794124e+00
   5.0610000e+00   3.5170000e-03   8.9543903e+16   8.9543903e+00
   5.0660000e+00   3.4290000e-03   8.7389647e+16   8.7389647e+00
   5.0710000e+00   3.4700000e-03   8.8521833e+16   8.8521833e+00
   5.0760000e+00   3.3870000e-03   8.6489647e+16   8.6489647e+00
   5.0810000e+00   3.4350000e-03   8.7801766e+16   8.7801766e+00
   5.0860000e+00   3.4000000e-03   8.6992655e+16   8.6992655e+00
   5.0910000e+00   3.3870000e-03   8.6745231e+16   8.6745231e+00
   5.0960000e+00   3.3730000e-03   8.6471516e+16   8.6471516e+00
   5.1010000e+00   3.3680000e-03   8.6428051e+16   8.6428051e+00
   5.1060000e+00   3.3100000e-03   8.5022940e+16   8.5022940e+00
   5.1110000e+00   3.3590000e-03   8.6366078e+16   8.6366078e+00
   5.1160000e+00   3.3270000e-03   8.5626985e+16   8.5626985e+00
   5.1210000e+00   3.2940000e-03   8.4860519e+16   8.4860519e+00
   5.1260000e+00   3.3090000e-03   8.5330184e+16   8.5330184e+00
