	lmd		Sun_flux	Sun_phot	SunV14_phot
	um		W/m2/nm	    photon/s/m2/nm  photon/s/m2/nm
   1.5001000e+01   4.9820000e-05   3.7596832e+15   3.7596832e-01
   1.5006000e+01   4.9750000e-05   3.7556520e+15   3.7556520e-01
   1.5011000e+01   4.9680000e-05   3.7516173e+15   3.7516173e-01
   1.5016000e+01   4.9610000e-05   3.7475790e+15   3.7475790e-01
   1.5021000e+01   4.9550000e-05   3.7442929e+15   3.7442929e-01
   1.5026000e+01   4.9490000e-05   3.7410038e+15   3.7410038e-01
   1.5031000e+01   4.9430000e-05   3.7377117e+15   3.7377117e-01
   1.5036000e+01   4.9360000e-05   3.7336601e+15   3.7336601e-01
   1.5041000e+01   4.9300000e-05   3.7303617e+15   3.7303617e-01
   1.5046000e+01   4.9230000e-05   3.7263034e+15   3.7263034e-01
   1.5051000e+01   4.9170000e-05   3.7229986e+15   3.7229986e-01
   1.5056000e+01   4.9100000e-05   3.7189335e+15   3.7189335e-01
   1.5061000e+01   4.9040000e-05   3.7156225e+15   3.7156225e-01
   1.5066000e+01   4.8970000e-05   3.7115506e+15   3.7115506e-01
   1.5071000e+01   4.8910000e-05   3.7082333e+15   3.7082333e-01
   1.5076000e+01   4.8830000e-05   3.7033961e+15   3.7033961e-01
   1.5081000e+01   4.8780000e-05   3.7008310e+15   3.7008310e-01
   1.5086000e+01   4.8710000e-05   3.6967454e+15   3.6967454e-01
   1.5091000e+01   4.8640000e-05   3.6926564e+15   3.6926564e-01
   1.5096000e+01   4.8570000e-05   3.6885638e+15   3.6885638e-01
   1.5101000e+01   4.8520000e-05   3.6859871e+15   3.6859871e-01
   1.5106000e+01   4.8450000e-05   3.6818880e+15   3.6818880e-01
   1.5111000e+01   4.8400000e-05   3.6793058e+15   3.6793058e-01
   1.5116000e+01   4.8330000e-05   3.6752001e+15   3.6752001e-01
   1.5121000e+01   4.8270000e-05   3.6718516e+15   3.6718516e-01
   1.5126000e+01   4.8210000e-05   3.6685002e+15   3.6685002e-01
   1.5131000e+01   4.8140000e-05   3.6643844e+15   3.6643844e-01
   1.5136000e+01   4.8070000e-05   3.6602652e+15   3.6602652e-01
   1.5141000e+01   4.8020000e-05   3.6576659e+15   3.6576659e-01
   1.5146000e+01   4.7950000e-05   3.6535401e+15   3.6535401e-01
   1.5151000e+01   4.7870000e-05   3.6486486e+15   3.6486486e-01
   1.5156000e+01   4.7830000e-05   3.6468029e+15   3.6468029e-01
   1.5161000e+01   4.7760000e-05   3.6426671e+15   3.6426671e-01
   1.5166000e+01   4.7700000e-05   3.6392907e+15   3.6392907e-01
   1.5171000e+01   4.7640000e-05   3.6359113e+15   3.6359113e-01
   1.5176000e+01   4.7570000e-05   3.6317654e+15   3.6317654e-01
   1.5181000e+01   4.7510000e-05   3.6283797e+15   3.6283797e-01
   1.5186000e+01   4.7460000e-05   3.6257549e+15   3.6257549e-01
   1.5191000e+01   4.7430000e-05   3.6246561e+15   3.6246561e-01
   1.5196000e+01   4.7370000e-05   3.6212623e+15   3.6212623e-01
   1.5201000e+01   4.7310000e-05   3.6178655e+15   3.6178655e-01
   1.5206000e+01   4.7250000e-05   3.6144657e+15   3.6144657e-01
   1.5211000e+01   4.7180000e-05   3.6102977e+15   3.6102977e-01
   1.5216000e+01   4.7120000e-05   3.6068916e+15   3.6068916e-01
   1.5221000e+01   4.7060000e-05   3.6034825e+15   3.6034825e-01
   1.5226000e+01   4.7000000e-05   3.6000704e+15   3.6000704e-01
   1.5231000e+01   4.6800000e-05   3.5859282e+15   3.5859282e-01
   1.5236000e+01   4.6880000e-05   3.5932371e+15   3.5932371e-01
   1.5241000e+01   4.6820000e-05   3.5898160e+15   3.5898160e-01
   1.5246000e+01   4.6760000e-05   3.5863918e+15   3.5863918e-01
   1.5251000e+01   4.6560000e-05   3.5722234e+15   3.5722234e-01
   1.5256000e+01   4.6500000e-05   3.5687896e+15   3.5687896e-01
   1.5261000e+01   4.6570000e-05   3.5753334e+15   3.5753334e-01
   1.5266000e+01   4.6210000e-05   3.5488573e+15   3.5488573e-01
   1.5271000e+01   4.6450000e-05   3.5684573e+15   3.5684573e-01
   1.5276000e+01   4.6260000e-05   3.5550244e+15   3.5550244e-01
   1.5281000e+01   4.6330000e-05   3.5615692e+15   3.5615692e-01
   1.5286000e+01   4.6210000e-05   3.5535067e+15   3.5535067e-01
   1.5291000e+01   4.5850000e-05   3.5269763e+15   3.5269763e-01
   1.5296000e+01   4.5920000e-05   3.5335160e+15   3.5335160e-01
   1.5301000e+01   4.6090000e-05   3.5477568e+15   3.5477568e-01
   1.5306000e+01   4.5970000e-05   3.5396761e+15   3.5396761e-01
   1.5311000e+01   4.5970000e-05   3.5408324e+15   3.5408324e-01
   1.5316000e+01   4.5690000e-05   3.5204147e+15   3.5204147e-01
   1.5321000e+01   4.5850000e-05   3.5338960e+15   3.5338960e-01
   1.5326000e+01   4.5800000e-05   3.5311943e+15   3.5311943e-01
   1.5331000e+01   4.5740000e-05   3.5277188e+15   3.5277188e-01
   1.5336000e+01   4.5680000e-05   3.5242403e+15   3.5242403e-01
   1.5341000e+01   4.5620000e-05   3.5207587e+15   3.5207587e-01
   1.5346000e+01   4.5560000e-05   3.5172742e+15   3.5172742e-01
   1.5351000e+01   4.5500000e-05   3.5137866e+15   3.5137866e-01
   1.5356000e+01   4.5440000e-05   3.5102960e+15   3.5102960e-01
   1.5361000e+01   4.5380000e-05   3.5068024e+15   3.5068024e-01
   1.5366000e+01   4.5320000e-05   3.5033058e+15   3.5033058e-01
   1.5371000e+01   4.5270000e-05   3.5005794e+15   3.5005794e-01
   1.5376000e+01   4.5150000e-05   3.4924359e+15   3.4924359e-01
   1.5381000e+01   4.5130000e-05   3.4920240e+15   3.4920240e-01
   1.5386000e+01   4.5090000e-05   3.4900631e+15   3.4900631e-01
   1.5391000e+01   4.5030000e-05   3.4865516e+15   3.4865516e-01
   1.5396000e+01   4.4950000e-05   3.4814881e+15   3.4814881e-01
   1.5401000e+01   4.4890000e-05   3.4779701e+15   3.4779701e-01
   1.5406000e+01   4.4860000e-05   3.4767741e+15   3.4767741e-01
   1.5411000e+01   4.4800000e-05   3.4732508e+15   3.4732508e-01
   1.5416000e+01   4.4720000e-05   3.4681735e+15   3.4681735e-01
   1.5421000e+01   4.4680000e-05   3.4661952e+15   3.4661952e-01
   1.5426000e+01   4.4610000e-05   3.4618868e+15   3.4618868e-01
   1.5431000e+01   4.4570000e-05   3.4599038e+15   3.4599038e-01
   1.5436000e+01   4.4510000e-05   3.4563656e+15   3.4563656e-01
   1.5441000e+01   4.4460000e-05   3.4536013e+15   3.4536013e-01
   1.5446000e+01   4.4400000e-05   3.4500573e+15   3.4500573e-01
   1.5451000e+01   4.4340000e-05   3.4465104e+15   3.4465104e-01
   1.5456000e+01   4.4290000e-05   3.4437380e+15   3.4437380e-01
   1.5461000e+01   4.4230000e-05   3.4401853e+15   3.4401853e-01
   1.5466000e+01   4.4160000e-05   3.4358515e+15   3.4358515e-01
   1.5471000e+01   4.4120000e-05   3.4338491e+15   3.4338491e-01
   1.5476000e+01   4.4060000e-05   3.4302876e+15   3.4302876e-01
   1.5481000e+01   4.4000000e-05   3.4267230e+15   3.4267230e-01
   1.5486000e+01   4.3950000e-05   3.4239345e+15   3.4239345e-01
   1.5491000e+01   4.3890000e-05   3.4203642e+15   3.4203642e-01
   1.5496000e+01   4.3840000e-05   3.4175704e+15   3.4175704e-01
   1.5501000e+01   4.3780000e-05   3.4139943e+15   3.4139943e-01
   1.5506000e+01   4.3720000e-05   3.4104151e+15   3.4104151e-01
   1.5511000e+01   4.3660000e-05   3.4068330e+15   3.4068330e-01
   1.5516000e+01   4.3610000e-05   3.4040284e+15   3.4040284e-01
   1.5521000e+01   4.3560000e-05   3.4012212e+15   3.4012212e-01
   1.5526000e+01   4.3500000e-05   3.3976305e+15   3.3976305e-01
   1.5531000e+01   4.3440000e-05   3.3940368e+15   3.3940368e-01
   1.5536000e+01   4.3390000e-05   3.3912217e+15   3.3912217e-01
   1.5541000e+01   4.3340000e-05   3.3884040e+15   3.3884040e-01
   1.5546000e+01   4.3280000e-05   3.3848017e+15   3.3848017e-01
   1.5551000e+01   4.3220000e-05   3.3811964e+15   3.3811964e-01
   1.5556000e+01   4.3170000e-05   3.3783707e+15   3.3783707e-01
   1.5561000e+01   4.3100000e-05   3.3739768e+15   3.3739768e-01
   1.5566000e+01   4.3060000e-05   3.3719286e+15   3.3719286e-01
   1.5571000e+01   4.3000000e-05   3.3683117e+15   3.3683117e-01
   1.5576000e+01   4.2950000e-05   3.3654754e+15   3.3654754e-01
   1.5581000e+01   4.2890000e-05   3.3618528e+15   3.3618528e-01
   1.5586000e+01   4.2830000e-05   3.3582271e+15   3.3582271e-01
   1.5591000e+01   4.2790000e-05   3.3561671e+15   3.3561671e-01
   1.5596000e+01   4.2730000e-05   3.3525359e+15   3.3525359e-01
   1.5601000e+01   4.2670000e-05   3.3489017e+15   3.3489017e-01
   1.5606000e+01   4.2620000e-05   3.3460495e+15   3.3460495e-01
   1.5611000e+01   4.2570000e-05   3.3431948e+15   3.3431948e-01
   1.5616000e+01   4.2520000e-05   3.3403377e+15   3.3403377e-01
   1.5621000e+01   4.2460000e-05   3.3366921e+15   3.3366921e-01
   1.5626000e+01   4.2410000e-05   3.3338297e+15   3.3338297e-01
   1.5631000e+01   4.2350000e-05   3.3301783e+15   3.3301783e-01
   1.5636000e+01   4.2300000e-05   3.3273106e+15   3.3273106e-01
   1.5641000e+01   4.2250000e-05   3.3244403e+15   3.3244403e-01
   1.5646000e+01   4.2190000e-05   3.3207805e+15   3.3207805e-01
   1.5651000e+01   4.2140000e-05   3.3179049e+15   3.3179049e-01
   1.5656000e+01   4.2090000e-05   3.3150269e+15   3.3150269e-01
   1.5661000e+01   4.2030000e-05   3.3113584e+15   3.3113584e-01
   1.5666000e+01   4.1980000e-05   3.3084751e+15   3.3084751e-01
   1.5671000e+01   4.1930000e-05   3.3055892e+15   3.3055892e-01
   1.5676000e+01   4.1870000e-05   3.3019123e+15   3.3019123e-01
   1.5681000e+01   4.1820000e-05   3.2990211e+15   3.2990211e-01
   1.5686000e+01   4.1740000e-05   3.2937601e+15   3.2937601e-01
   1.5691000e+01   4.1710000e-05   3.2924419e+15   3.2924419e-01
   1.5696000e+01   4.1660000e-05   3.2895430e+15   3.2895430e-01
   1.5701000e+01   4.1610000e-05   3.2866416e+15   3.2866416e-01
   1.5706000e+01   4.1560000e-05   3.2837376e+15   3.2837376e-01
   1.5711000e+01   4.1510000e-05   3.2808311e+15   3.2808311e-01
   1.5716000e+01   4.1450000e-05   3.2771315e+15   3.2771315e-01
   1.5721000e+01   4.1400000e-05   3.2742197e+15   3.2742197e-01
   1.5726000e+01   4.1340000e-05   3.2705143e+15   3.2705143e-01
   1.5731000e+01   4.1300000e-05   3.2683887e+15   3.2683887e-01
   1.5736000e+01   4.1250000e-05   3.2654694e+15   3.2654694e-01
   1.5741000e+01   4.1190000e-05   3.2617557e+15   3.2617557e-01
   1.5746000e+01   4.1140000e-05   3.2588311e+15   3.2588311e-01
   1.5751000e+01   4.1090000e-05   3.2559040e+15   3.2559040e-01
   1.5756000e+01   4.1040000e-05   3.2529743e+15   3.2529743e-01
   1.5761000e+01   4.0990000e-05   3.2500422e+15   3.2500422e-01
   1.5766000e+01   4.0930000e-05   3.2463144e+15   3.2463144e-01
   1.5771000e+01   4.0880000e-05   3.2433770e+15   3.2433770e-01
   1.5776000e+01   4.0830000e-05   3.2404371e+15   3.2404371e-01
   1.5781000e+01   4.0780000e-05   3.2374946e+15   3.2374946e-01
   1.5786000e+01   4.0730000e-05   3.2345497e+15   3.2345497e-01
   1.5791000e+01   4.0680000e-05   3.2316022e+15   3.2316022e-01
   1.5796000e+01   4.0630000e-05   3.2286522e+15   3.2286522e-01
   1.5801000e+01   4.0580000e-05   3.2256997e+15   3.2256997e-01
   1.5806000e+01   4.0530000e-05   3.2227446e+15   3.2227446e-01
   1.5811000e+01   4.0480000e-05   3.2197871e+15   3.2197871e-01
   1.5816000e+01   4.0420000e-05   3.2160314e+15   3.2160314e-01
   1.5821000e+01   4.0370000e-05   3.2130686e+15   3.2130686e-01
   1.5826000e+01   4.0320000e-05   3.2101032e+15   3.2101032e-01
   1.5831000e+01   4.0270000e-05   3.2071354e+15   3.2071354e-01
   1.5836000e+01   4.0220000e-05   3.2041650e+15   3.2041650e-01
   1.5841000e+01   4.0170000e-05   3.2011921e+15   3.2011921e-01
   1.5846000e+01   4.0120000e-05   3.1982167e+15   3.1982167e-01
   1.5851000e+01   4.0070000e-05   3.1952388e+15   3.1952388e-01
   1.5856000e+01   4.0020000e-05   3.1922584e+15   3.1922584e-01
   1.5861000e+01   3.9970000e-05   3.1892754e+15   3.1892754e-01
   1.5866000e+01   3.9920000e-05   3.1862900e+15   3.1862900e-01
   1.5871000e+01   3.9870000e-05   3.1833020e+15   3.1833020e-01
   1.5876000e+01   3.9820000e-05   3.1803115e+15   3.1803115e-01
   1.5881000e+01   3.9770000e-05   3.1773185e+15   3.1773185e-01
   1.5886000e+01   3.9660000e-05   3.1695279e+15   3.1695279e-01
   1.5891000e+01   3.9670000e-05   3.1713249e+15   3.1713249e-01
   1.5896000e+01   3.9620000e-05   3.1683244e+15   3.1683244e-01
   1.5901000e+01   3.9450000e-05   3.1557222e+15   3.1557222e-01
   1.5906000e+01   3.9530000e-05   3.1631159e+15   3.1631159e-01
   1.5911000e+01   3.9410000e-05   3.1545050e+15   3.1545050e-01
   1.5916000e+01   3.9370000e-05   3.1522936e+15   3.1522936e-01
   1.5921000e+01   3.9380000e-05   3.1540848e+15   3.1540848e-01
   1.5926000e+01   3.9120000e-05   3.1342445e+15   3.1342445e-01
   1.5931000e+01   3.9200000e-05   3.1416400e+15   3.1416400e-01
   1.5936000e+01   3.9210000e-05   3.1434277e+15   3.1434277e-01
   1.5941000e+01   3.9180000e-05   3.1420081e+15   3.1420081e-01
   1.5946000e+01   3.9130000e-05   3.1389827e+15   3.1389827e-01
   1.5951000e+01   3.8970000e-05   3.1271278e+15   3.1271278e-01
   1.5956000e+01   3.9010000e-05   3.1313188e+15   3.1313188e-01
   1.5961000e+01   3.8990000e-05   3.1306942e+15   3.1306942e-01
   1.5966000e+01   3.8900000e-05   3.1244461e+15   3.1244461e-01
   1.5971000e+01   3.8890000e-05   3.1246211e+15   3.1246211e-01
   1.5976000e+01   3.8820000e-05   3.1199734e+15   3.1199734e-01
   1.5981000e+01   3.8770000e-05   3.1169301e+15   3.1169301e-01
   1.5986000e+01   3.8750000e-05   3.1162969e+15   3.1162969e-01
   1.5991000e+01   3.8470000e-05   3.0947468e+15   3.0947468e-01
   1.5996000e+01   3.8650000e-05   3.1101992e+15   3.1101992e-01
   1.6001000e+01   3.8580000e-05   3.1055367e+15   3.1055367e-01
   1.6006000e+01   3.8560000e-05   3.1048967e+15   3.1048967e-01
   1.6011000e+01   3.8510000e-05   3.1018393e+15   3.1018393e-01
   1.6016000e+01   3.8460000e-05   3.0987794e+15   3.0987794e-01
   1.6021000e+01   3.7990000e-05   3.0618663e+15   3.0618663e-01
   1.6026000e+01   3.8370000e-05   3.0934582e+15   3.0934582e-01
   1.6031000e+01   3.8320000e-05   3.0903910e+15   3.0903910e-01
   1.6036000e+01   3.8270000e-05   3.0873213e+15   3.0873213e-01
   1.6041000e+01   3.8220000e-05   3.0842490e+15   3.0842490e-01
   1.6046000e+01   3.7980000e-05   3.0658370e+15   3.0658370e-01
   1.6051000e+01   3.8120000e-05   3.0780970e+15   3.0780970e-01
   1.6056000e+01   3.8080000e-05   3.0758249e+15   3.0758249e-01
   1.6061000e+01   3.7920000e-05   3.0638551e+15   3.0638551e-01
   1.6066000e+01   3.7970000e-05   3.0688501e+15   3.0688501e-01
   1.6071000e+01   3.7940000e-05   3.0673797e+15   3.0673797e-01
   1.6076000e+01   3.7890000e-05   3.0642904e+15   3.0642904e-01
   1.6081000e+01   3.7780000e-05   3.0563446e+15   3.0563446e-01
   1.6086000e+01   3.7800000e-05   3.0589134e+15   3.0589134e-01
   1.6091000e+01   3.7730000e-05   3.0541978e+15   3.0541978e-01
   1.6096000e+01   3.7710000e-05   3.0535273e+15   3.0535273e-01
   1.6101000e+01   3.7650000e-05   3.0496159e+15   3.0496159e-01
   1.6106000e+01   3.7620000e-05   3.0481322e+15   3.0481322e-01
   1.6111000e+01   3.7570000e-05   3.0450260e+15   3.0450260e-01
   1.6116000e+01   3.7520000e-05   3.0419173e+15   3.0419173e-01
   1.6121000e+01   3.7470000e-05   3.0388061e+15   3.0388061e-01
   1.6126000e+01   3.7420000e-05   3.0356923e+15   3.0356923e-01
   1.6131000e+01   3.7380000e-05   3.0333876e+15   3.0333876e-01
   1.6136000e+01   3.7340000e-05   3.0310808e+15   3.0310808e-01
   1.6141000e+01   3.7290000e-05   3.0279600e+15   3.0279600e-01
   1.6146000e+01   3.7240000e-05   3.0248367e+15   3.0248367e-01
   1.6151000e+01   3.7200000e-05   3.0225234e+15   3.0225234e-01
   1.6156000e+01   3.7160000e-05   3.0202081e+15   3.0202081e-01
   1.6161000e+01   3.7110000e-05   3.0170777e+15   3.0170777e-01
   1.6166000e+01   3.7060000e-05   3.0139449e+15   3.0139449e-01
   1.6171000e+01   3.7020000e-05   3.0116230e+15   3.0116230e-01
   1.6176000e+01   3.6970000e-05   3.0084854e+15   3.0084854e-01
   1.6181000e+01   3.6930000e-05   3.0061592e+15   3.0061592e-01
   1.6186000e+01   3.6880000e-05   3.0030168e+15   3.0030168e-01
   1.6191000e+01   3.6840000e-05   3.0006864e+15   3.0006864e-01
   1.6196000e+01   3.6790000e-05   2.9975392e+15   2.9975392e-01
   1.6201000e+01   3.6750000e-05   2.9952045e+15   2.9952045e-01
   1.6206000e+01   3.6700000e-05   2.9920525e+15   2.9920525e-01
   1.6211000e+01   3.6660000e-05   2.9897136e+15   2.9897136e-01
   1.6216000e+01   3.6530000e-05   2.9800306e+15   2.9800306e-01
   1.6221000e+01   3.6550000e-05   2.9825815e+15   2.9825815e-01
   1.6226000e+01   3.6520000e-05   2.9810520e+15   2.9810520e-01
   1.6231000e+01   3.6480000e-05   2.9787045e+15   2.9787045e-01
   1.6236000e+01   3.6430000e-05   2.9755382e+15   2.9755382e-01
   1.6241000e+01   3.6390000e-05   2.9731864e+15   2.9731864e-01
   1.6246000e+01   3.6350000e-05   2.9708326e+15   2.9708326e-01
   1.6251000e+01   3.6300000e-05   2.9676592e+15   2.9676592e-01
   1.6256000e+01   3.6260000e-05   2.9653011e+15   2.9653011e-01
   1.6261000e+01   3.6210000e-05   2.9621230e+15   2.9621230e-01
   1.6266000e+01   3.6170000e-05   2.9597606e+15   2.9597606e-01
   1.6271000e+01   3.6130000e-05   2.9573963e+15   2.9573963e-01
   1.6276000e+01   3.6080000e-05   2.9542111e+15   2.9542111e-01
   1.6281000e+01   3.6040000e-05   2.9518424e+15   2.9518424e-01
   1.6286000e+01   3.5990000e-05   2.9486525e+15   2.9486525e-01
   1.6291000e+01   3.5950000e-05   2.9462796e+15   2.9462796e-01
   1.6296000e+01   3.5910000e-05   2.9439046e+15   2.9439046e-01
   1.6301000e+01   3.5860000e-05   2.9407076e+15   2.9407076e-01
   1.6306000e+01   3.5820000e-05   2.9383284e+15   2.9383284e-01
   1.6311000e+01   3.5780000e-05   2.9359472e+15   2.9359472e-01
   1.6316000e+01   3.5730000e-05   2.9327431e+15   2.9327431e-01
   1.6321000e+01   3.5690000e-05   2.9303576e+15   2.9303576e-01
   1.6326000e+01   3.5650000e-05   2.9279701e+15   2.9279701e-01
   1.6331000e+01   3.5600000e-05   2.9247590e+15   2.9247590e-01
   1.6336000e+01   3.5560000e-05   2.9223672e+15   2.9223672e-01
   1.6341000e+01   3.5520000e-05   2.9199734e+15   2.9199734e-01
   1.6346000e+01   3.5470000e-05   2.9167553e+15   2.9167553e-01
   1.6351000e+01   3.5430000e-05   2.9143572e+15   2.9143572e-01
   1.6356000e+01   3.5390000e-05   2.9119571e+15   2.9119571e-01
   1.6361000e+01   3.5340000e-05   2.9087320e+15   2.9087320e-01
   1.6366000e+01   3.5300000e-05   2.9063276e+15   2.9063276e-01
   1.6371000e+01   3.5260000e-05   2.9039212e+15   2.9039212e-01
   1.6376000e+01   3.5220000e-05   2.9015128e+15   2.9015128e-01
   1.6381000e+01   3.5170000e-05   2.8982783e+15   2.8982783e-01
   1.6386000e+01   3.5130000e-05   2.8958657e+15   2.8958657e-01
   1.6391000e+01   3.5090000e-05   2.8934510e+15   2.8934510e-01
   1.6396000e+01   3.5050000e-05   2.8910343e+15   2.8910343e-01
   1.6401000e+01   3.5000000e-05   2.8877905e+15   2.8877905e-01
   1.6406000e+01   3.4960000e-05   2.8853696e+15   2.8853696e-01
   1.6411000e+01   3.4920000e-05   2.8829466e+15   2.8829466e-01
   1.6416000e+01   3.4880000e-05   2.8805216e+15   2.8805216e-01
   1.6421000e+01   3.4840000e-05   2.8780946e+15   2.8780946e-01
   1.6426000e+01   3.4790000e-05   2.8748392e+15   2.8748392e-01
   1.6431000e+01   3.4750000e-05   2.8724079e+15   2.8724079e-01
   1.6436000e+01   3.4710000e-05   2.8699746e+15   2.8699746e-01
   1.6441000e+01   3.4670000e-05   2.8675393e+15   2.8675393e-01
   1.6446000e+01   3.4630000e-05   2.8651020e+15   2.8651020e-01
   1.6451000e+01   3.4580000e-05   2.8618351e+15   2.8618351e-01
   1.6456000e+01   3.4540000e-05   2.8593935e+15   2.8593935e-01
   1.6461000e+01   3.4500000e-05   2.8569499e+15   2.8569499e-01
   1.6466000e+01   3.4460000e-05   2.8545043e+15   2.8545043e-01
   1.6471000e+01   3.4420000e-05   2.8520566e+15   2.8520566e-01
   1.6476000e+01   3.4380000e-05   2.8496070e+15   2.8496070e-01
   1.6481000e+01   3.4340000e-05   2.8471553e+15   2.8471553e-01
   1.6486000e+01   3.4290000e-05   2.8438723e+15   2.8438723e-01
   1.6491000e+01   3.4250000e-05   2.8414164e+15   2.8414164e-01
   1.6496000e+01   3.4210000e-05   2.8389584e+15   2.8389584e-01
   1.6501000e+01   3.4170000e-05   2.8364985e+15   2.8364985e-01
   1.6506000e+01   3.4130000e-05   2.8340365e+15   2.8340365e-01
   1.6511000e+01   3.4090000e-05   2.8315725e+15   2.8315725e-01
   1.6516000e+01   3.4050000e-05   2.8291065e+15   2.8291065e-01
   1.6521000e+01   3.4010000e-05   2.8266385e+15   2.8266385e-01
   1.6526000e+01   3.3970000e-05   2.8241685e+15   2.8241685e-01
   1.6531000e+01   3.3920000e-05   2.8208649e+15   2.8208649e-01
   1.6536000e+01   3.3880000e-05   2.8183906e+15   2.8183906e-01
   1.6541000e+01   3.3840000e-05   2.8159143e+15   2.8159143e-01
   1.6546000e+01   3.3800000e-05   2.8134360e+15   2.8134360e-01
   1.6551000e+01   3.3760000e-05   2.8109556e+15   2.8109556e-01
   1.6556000e+01   3.3720000e-05   2.8084733e+15   2.8084733e-01
   1.6561000e+01   3.3680000e-05   2.8059889e+15   2.8059889e-01
   1.6566000e+01   3.3640000e-05   2.8035026e+15   2.8035026e-01
   1.6571000e+01   3.3600000e-05   2.8010142e+15   2.8010142e-01
   1.6576000e+01   3.3560000e-05   2.7985238e+15   2.7985238e-01
   1.6581000e+01   3.3460000e-05   2.7910266e+15   2.7910266e-01
   1.6586000e+01   3.3480000e-05   2.7935370e+15   2.7935370e-01
   1.6591000e+01   3.3440000e-05   2.7910405e+15   2.7910405e-01
   1.6596000e+01   3.3400000e-05   2.7885421e+15   2.7885421e-01
   1.6601000e+01   3.3340000e-05   2.7843714e+15   2.7843714e-01
   1.6606000e+01   3.3320000e-05   2.7835392e+15   2.7835392e-01
   1.6611000e+01   3.3180000e-05   2.7726782e+15   2.7726782e-01
   1.6616000e+01   3.3240000e-05   2.7785282e+15   2.7785282e-01
   1.6621000e+01   3.3160000e-05   2.7726751e+15   2.7726751e-01
   1.6626000e+01   3.3120000e-05   2.7701636e+15   2.7701636e-01
   1.6631000e+01   3.3120000e-05   2.7709967e+15   2.7709967e-01
   1.6636000e+01   3.3030000e-05   2.7642976e+15   2.7642976e-01
   1.6641000e+01   3.3040000e-05   2.7659656e+15   2.7659656e-01
   1.6646000e+01   3.3010000e-05   2.7642844e+15   2.7642844e-01
   1.6651000e+01   3.2840000e-05   2.7508745e+15   2.7508745e-01
   1.6656000e+01   3.2930000e-05   2.7592418e+15   2.7592418e-01
   1.6661000e+01   3.2890000e-05   2.7567174e+15   2.7567174e-01
   1.6666000e+01   3.2840000e-05   2.7533527e+15   2.7533527e-01
   1.6671000e+01   3.2790000e-05   2.7499854e+15   2.7499854e-01
   1.6676000e+01   3.2770000e-05   2.7491323e+15   2.7491323e-01
   1.6681000e+01   3.2520000e-05   2.7289774e+15   2.7289774e-01
   1.6686000e+01   3.2690000e-05   2.7440655e+15   2.7440655e-01
   1.6691000e+01   3.2650000e-05   2.7415291e+15   2.7415291e-01
   1.6696000e+01   3.2620000e-05   2.7398306e+15   2.7398306e-01
   1.6701000e+01   3.2570000e-05   2.7364502e+15   2.7364502e-01
   1.6706000e+01   3.2480000e-05   2.7297056e+15   2.7297056e-01
   1.6711000e+01   3.2440000e-05   2.7271599e+15   2.7271599e-01
   1.6716000e+01   3.2460000e-05   2.7296577e+15   2.7296577e-01
   1.6721000e+01   3.2420000e-05   2.7271095e+15   2.7271095e-01
   1.6726000e+01   3.2370000e-05   2.7237178e+15   2.7237178e-01
   1.6731000e+01   3.2340000e-05   2.7220069e+15   2.7220069e-01
   1.6736000e+01   3.2310000e-05   2.7202946e+15   2.7202946e-01
   1.6741000e+01   3.2270000e-05   2.7177386e+15   2.7177386e-01
   1.6746000e+01   3.2230000e-05   2.7151805e+15   2.7151805e-01
   1.6751000e+01   3.2180000e-05   2.7117777e+15   2.7117777e-01
   1.6756000e+01   3.2150000e-05   2.7100584e+15   2.7100584e-01
   1.6761000e+01   3.2120000e-05   2.7083375e+15   2.7083375e-01
   1.6766000e+01   3.2080000e-05   2.7057716e+15   2.7057716e-01
   1.6771000e+01   3.2040000e-05   2.7032037e+15   2.7032037e-01
   1.6776000e+01   3.2000000e-05   2.7006339e+15   2.7006339e-01
   1.6781000e+01   3.1970000e-05   2.6989062e+15   2.6989062e-01
   1.6786000e+01   3.1920000e-05   2.6954881e+15   2.6954881e-01
   1.6791000e+01   3.1890000e-05   2.6937569e+15   2.6937569e-01
   1.6796000e+01   3.1850000e-05   2.6911792e+15   2.6911792e-01
   1.6801000e+01   3.1810000e-05   2.6885995e+15   2.6885995e-01
   1.6806000e+01   3.1600000e-05   2.6716450e+15   2.6716450e-01
   1.6811000e+01   3.1740000e-05   2.6842798e+15   2.6842798e-01
   1.6816000e+01   3.1700000e-05   2.6816943e+15   2.6816943e-01
   1.6821000e+01   3.1670000e-05   2.6799531e+15   2.6799531e-01
   1.6826000e+01   3.1630000e-05   2.6773638e+15   2.6773638e-01
   1.6831000e+01   3.1590000e-05   2.6747726e+15   2.6747726e-01
   1.6836000e+01   3.1550000e-05   2.6721793e+15   2.6721793e-01
   1.6841000e+01   3.1190000e-05   2.6424730e+15   2.6424730e-01
   1.6846000e+01   3.1430000e-05   2.6635968e+15   2.6635968e-01
   1.6851000e+01   3.1440000e-05   2.6652351e+15   2.6652351e-01
   1.6856000e+01   3.1410000e-05   2.6634820e+15   2.6634820e-01
   1.6861000e+01   3.1370000e-05   2.6608792e+15   2.6608792e-01
   1.6866000e+01   3.1330000e-05   2.6582744e+15   2.6582744e-01
   1.6871000e+01   3.1100000e-05   2.6395417e+15   2.6395417e-01
   1.6876000e+01   3.1260000e-05   2.6539076e+15   2.6539076e-01
